Concurso,Fecha,Local,Visitante,Resultado,Match text
2290,7/20/2025 11:30,AKHMAT,RUBIN KAZAN,V,"Fecha: 7/20 11:30, Partido: AKHMAT vs RUBIN KAZAN"
2290,7/20/2025 12:00,PUMAS,PACHUCA,V,"Fecha: 7/20 12:00, Partido: PUMAS vs PACHUCA"
2290,7/20/2025 13:45,TIGRE,ARGS JRS,L,"Fecha: 7/20 13:45, Partido: TIGRE vs ARGS JRS"
2290,7/20/2025 16:00,BELGRANO,RACING,V,"Fecha: 7/20 16:00, Partido: BELGRANO vs RACING"
2290,7/20/2025 18:30,ÁGUILAS,TOLUCA,V,"Fecha: 7/20 18:30, Partido: ÁGUILAS vs TOLUCA"
2291,7/26/2025 19:00,TOLUCA,TIGRES,V,"Fecha: 7/26 19:00, Partido: TOLUCA vs TIGRES"
2291,7/25/2025 21:00,TIJUANA,JUAREZ,E,"Fecha: 7/25 21:00, Partido: TIJUANA vs JUAREZ"
2291,7/26/2025 17:30,ATLANTA,SEATTLE,E,"Fecha: 7/26 17:30, Partido: ATLANTA vs SEATTLE"
2291,7/26/2025 18:30,CHICAGO,NY R BULLS,L,"Fecha: 7/26 18:30, Partido: CHICAGO vs NY R BULLS"
2291,7/26/2025 19:30,SALT LAKE,SAN JOSE,L,"Fecha: 7/26 19:30, Partido: SALT LAKE vs SAN JOSE"
2291,7/27/2025 13:00,SAO PAULO,FLUMINENSE,L,"Fecha: 7/27 13:00, Partido: SAO PAULO vs FLUMINENSE"
2291,7/26/2025 11:30,ALDOSIVI,NEWELLS,E,"Fecha: 7/26 11:30, Partido: ALDOSIVI vs NEWELLS"
2291,7/27/2025 13:00,GIMNASIA,INDEPENDIEN,L,"Fecha: 7/27 13:00, Partido: GIMNASIA vs INDEPENDIEN"
2291,7/27/2025 15:30,HURACAN,BOCA JRS,L,"Fecha: 7/27 15:30, Partido: HURACAN vs BOCA JRS"
2291,7/26/2025 15:00,BOYACA,DEP PASTO,E,"Fecha: 7/26 15:00, Partido: BOYACA vs DEP PASTO"
2291,7/26/2025 13:00,LA SERENA,COBRESAL,V,"Fecha: 7/26 13:00, Partido: LA SERENA vs COBRESAL"
2291,7/27/2025 10:30,O HIGGINS,COLO COLO,E,"Fecha: 7/27 10:30, Partido: O HIGGINS vs COLO COLO"
2291,7/26/2025 8:00,DENDER,CER BRUGGE,E,"Fecha: 7/26 8:00, Partido: DENDER vs CER BRUGGE"
2291,7/26/2025 10:15,WAREGEM,MECHELEN,E,"Fecha: 7/26 10:15, Partido: WAREGEM vs MECHELEN"
2275-R,4/4/2025 21:05,Puebla,Tigres,E,"Fecha: 4/4 21:05, Partido: Puebla vs Tigres"
2275-R,4/5/2025 17:00,Atlas,Juárez,E,"Fecha: 4/5 17:00, Partido: Atlas vs Juárez"
2275-R,4/5/2025 19:00,San Luis,Mazatlán,L,"Fecha: 4/5 19:00, Partido: San Luis vs Mazatlán"
2275-R,4/6/2025 7:00,Brentford,Chelsea,E,"Fecha: 4/6 7:00, Partido: Brentford vs Chelsea"
2275-R,4/6/2025 8:15,Sevilla,Atlético Madrid,V,"Fecha: 4/6 8:15, Partido: Sevilla vs Atlético Madrid"
2275-R,4/6/2025 12:30,Panathinaikos,AEK,L,"Fecha: 4/6 12:30, Partido: Panathinaikos vs AEK"
2275-R,4/6/2025 12:30,Lanús,Independiente,E,"Fecha: 4/6 12:30, Partido: Lanús vs Independiente"
2276-R,4/12/2025 13:00,Bragantino,Botafogo,E,"Fecha: 4/12 13:00, Partido: Bragantino vs Botafogo"
2276-R,4/12/2025 17:00,Pumas,Juarez,E,"Fecha: 4/12 17:00, Partido: Pumas vs Juarez"
2276-R,4/12/2025 19:05,Atlas,Toluca,L,"Fecha: 4/12 19:05, Partido: Atlas vs Toluca"
2276-R,4/13/2025 6:00,Osasuna,Girona,E,"Fecha: 4/13 6:00, Partido: Osasuna vs Girona"
2276-R,4/13/2025 10:30,Betis,Villarreal,V,"Fecha: 4/13 10:30, Partido: Betis vs Villarreal"
2276-R,4/13/2025 12:00,Pumas Fem.,Tigres Fem,L,"Fecha: 4/13 12:00, Partido: Pumas Fem. vs Tigres Fem"
2276-R,4/13/2025 17:00,St. Louis,Columbus,E,"Fecha: 4/13 17:00, Partido: St. Louis vs Columbus"
2277-R,4/19/2025 19:00,Oaxaca,Sinaloa,E,"Fecha: 4/19 19:00, Partido: Oaxaca vs Sinaloa"
2277-R,4/19/2025 19:00,Tampico,Atlante,E,"Fecha: 4/19 19:00, Partido: Tampico vs Atlante"
2277-R,4/19/2025 21:00,Tigres,Pumas,L,"Fecha: 4/19 21:00, Partido: Tigres vs Pumas"
2277-R,4/20/2025 17:00,Santos,Tijuana,V,"Fecha: 4/20 17:00, Partido: Santos vs Tijuana"
2277-R,4/20/2025 19:05,León,Monterrey,V,"Fecha: 4/20 19:05, Partido: León vs Monterrey"
2277-R,4/20/2025 21:00,Juárez,Querétaro,E,"Fecha: 4/20 21:00, Partido: Juárez vs Querétaro"
2277-R,4/18/2025 21:00,Puebla,Necaxa,E,"Fecha: 4/18 21:00, Partido: Puebla vs Necaxa"
2278-R,4/26/2025 10:15,C. Palace,Aston Villa,L,"Fecha: 4/26 10:15, Partido: C. Palace vs Aston Villa"
2278-R,4/26/2025 10:30,Frankfurt,Leipzig,L,"Fecha: 4/26 10:30, Partido: Frankfurt vs Leipzig"
2278-R,4/27/2025 6:30,Heerenveen,Nijmegen,L,"Fecha: 4/27 6:30, Partido: Heerenveen vs Nijmegen"
2278-R,4/27/2025 7:00,Chelsea F,Barcelona F,V,"Fecha: 4/27 7:00, Partido: Chelsea F vs Barcelona F"
2278-R,4/27/2025 9:30,Nottingham,Man City,V,"Fecha: 4/27 9:30, Partido: Nottingham vs Man City"
2278-R,4/27/2025 10:30,Union SG,Brujas,E,"Fecha: 4/27 10:30, Partido: Union SG vs Brujas"
2278-R,4/27/2025 15:30,Cruzeiro,Vasco da Ga,L,"Fecha: 4/27 15:30, Partido: Cruzeiro vs Vasco da Ga"
2279-R,5/4/2025 7:00,Brentford,Man Utd,L,"Fecha: 5/4 7:00, Partido: Brentford vs Man Utd"
2279-R,5/4/2025 7:00,Brighton,Newcastle,E,"Fecha: 5/4 7:00, Partido: Brighton vs Newcastle"
2279-R,5/4/2025 7:00,West Ham,Tottenham,E,"Fecha: 5/4 7:00, Partido: West Ham vs Tottenham"
2279-R,5/4/2025 9:30,Friburgo,Leverkusen,E,"Fecha: 5/4 9:30, Partido: Friburgo vs Leverkusen"
2279-R,5/4/2025 10:00,Brujas,Anderlecht,L,"Fecha: 5/4 10:00, Partido: Brujas vs Anderlecht"
2279-R,5/4/2025 13:00,Gremio,Santos,L,"Fecha: 5/4 13:00, Partido: Gremio vs Santos"
2279-R,5/4/2025 15:30,Cruzeiro,Flamengo,L,"Fecha: 5/4 15:30, Partido: Cruzeiro vs Flamengo"
2280-R,5/10/2025 10:30,Bournemouth,Aston Villa,V,"Fecha: 5/10 10:30, Partido: Bournemouth vs Aston Villa"
2280-R,5/10/2025 19:00,Toluca,Monterrey,L,"Fecha: 5/10 19:00, Partido: Toluca vs Monterrey"
2280-R,5/11/2025 6:00,Leganés,Espanyol,L,"Fecha: 5/11 6:00, Partido: Leganés vs Espanyol"
2280-R,5/11/2025 7:30,Leverkusen,Dortmund,V,"Fecha: 5/11 7:30, Partido: Leverkusen vs Dortmund"
2280-R,5/11/2025 9:30,Liverpool,Arsenal,E,"Fecha: 5/11 9:30, Partido: Liverpool vs Arsenal"
2280-R,5/11/2025 11:00,Panathinaik,Olympiacos,E,"Fecha: 5/11 11:00, Partido: Panathinaik vs Olympiacos"
2280-R,5/11/2025 21:10,Tigres,Necaxa,E,"Fecha: 5/11 21:10, Partido: Tigres vs Necaxa"
2281-R,5/17/2025 11:00,Braga,Benfica,E,"Fecha: 5/17 11:00, Partido: Braga vs Benfica"
2281-R,5/17/2025 14:30,NYC FC,NY Red Bulls,L,"Fecha: 5/17 14:30, Partido: NYC FC vs NY Red Bulls"
2281-R,5/17/2025 18:30,Austin FC,Vancouver,E,"Fecha: 5/17 18:30, Partido: Austin FC vs Vancouver"
2281-R,5/18/2025 11:00,Celta,Rayo Vallecano,V,"Fecha: 5/18 11:00, Partido: Celta vs Rayo Vallecano"
2281-R,5/18/2025 14:15,West Ham,Nottingham,V,"Fecha: 5/18 14:15, Partido: West Ham vs Nottingham"
2281-R,5/18/2025 16:30,Arsenal,Newcastle,L,"Fecha: 5/18 16:30, Partido: Arsenal vs Newcastle"
2281-R,5/18/2025 17:30,Cruzeiro,Atlético MG,E,"Fecha: 5/18 17:30, Partido: Cruzeiro vs Atlético MG"
2282-R,5/24/2025 10:00,Arsenal W,Barcelona F,L,"Fecha: 5/24 10:00, Partido: Arsenal W vs Barcelona F"
2282-R,5/24/2025 12:00,Arminia,Stuttgart,V,"Fecha: 5/24 12:00, Partido: Arminia vs Stuttgart"
2282-R,5/24/2025 17:30,Orlando,Portland,L,"Fecha: 5/24 17:30, Partido: Orlando vs Portland"
2282-R,5/24/2025 18:00,Atlético Mineiro,Corinthians,E,"Fecha: 5/24 18:00, Partido: Atlético Mineiro vs Corinthians"
2282-R,5/24/2025 19:00,Leones Negros,Tampico,L,"Fecha: 5/24 19:00, Partido: Leones Negros vs Tampico"
2282-R,5/25/2025 9:00,Man United,Aston Villa,L,"Fecha: 5/25 9:00, Partido: Man United vs Aston Villa"
2282-R,5/25/2025 9:00,Tottenham,Brighton,V,"Fecha: 5/25 9:00, Partido: Tottenham vs Brighton"
2283-R,5/31/2025 7:00,Elfsborg,Hammarby,V,"Fecha: 5/31 7:00, Partido: Elfsborg vs Hammarby"
2283-R,5/31/2025 14:30,Nashville,NYCFC,E,"Fecha: 5/31 14:30, Partido: Nashville vs NYCFC"
2283-R,5/31/2025 17:30,Miami,Columbus,L,"Fecha: 5/31 17:30, Partido: Miami vs Columbus"
2283-R,5/31/2025 17:30,Montréal,New England,V,"Fecha: 5/31 17:30, Partido: Montréal vs New England"
2283-R,6/1/2025 15:30,La Calera,Colo Colo,V,"Fecha: 6/1 15:30, Partido: La Calera vs Colo Colo"
2283-R,6/1/2025 16:00,Seattle,Minnesota,V,"Fecha: 6/1 16:00, Partido: Seattle vs Minnesota"
2283-R,6/1/2025 17:30,Inter,Fluminense,V,"Fecha: 6/1 17:30, Partido: Inter vs Fluminense"
2284-R,6/7/2025 12:45,Albania,Serbia,E,"Fecha: 6/7 12:45, Partido: Albania vs Serbia"
2284-R,6/7/2025 12:45,Austria,Rumania,L,"Fecha: 6/7 12:45, Partido: Austria vs Rumania"
2284-R,6/7/2025 12:45,Finlandia,Países Bajos,V,"Fecha: 6/7 12:45, Partido: Finlandia vs Países Bajos"
2284-R,6/7/2025 19:00,U. de Guadalajara,Tapatio,V,"Fecha: 6/7 19:00, Partido: U. de Guadalajara vs Tapatio"
2284-R,6/7/2025 19:30,Colorado Rapids,Austin FC,V,"Fecha: 6/7 19:30, Partido: Colorado Rapids vs Austin FC"
2284-R,6/8/2025 19:00,Vancouver,Seattle Sounders,L,"Fecha: 6/8 19:00, Partido: Vancouver vs Seattle Sounders"
2284-R,6/9/2025 8:00,Kazajistán,North Macedonia,V,"Fecha: 6/9 8:00, Partido: Kazajistán vs North Macedonia"
2285-R,6/14/2025 20:15,México,Rep Dominicana,L,"Fecha: 6/14 20:15, Partido: México vs Rep Dominicana"
2285-R,6/14/2025 14:30,St. Louis,LA Galaxy,E,"Fecha: 6/14 14:30, Partido: St. Louis vs LA Galaxy"
2285-R,6/14/2025 18:30,Kansas City,Dallas,V,"Fecha: 6/14 18:30, Partido: Kansas City vs Dallas"
2285-R,6/14/2025 18:30,Minnesota,San Diego,V,"Fecha: 6/14 18:30, Partido: Minnesota vs San Diego"
2285-R,6/14/2025 19:30,Salt Lake,DC United,L,"Fecha: 6/14 19:30, Partido: Salt Lake vs DC United"
2285-R,6/14/2025 2:30,Shonan,Machida,V,"Fecha: 6/14 2:30, Partido: Shonan vs Machida"
2285-R,6/14/2025 3:00,Yokohama FC,Kawasaki,V,"Fecha: 6/14 3:00, Partido: Yokohama FC vs Kawasaki"
2286-R,6/21/2025 4:00,Nagoya Grampus,Shimizu S-Pulse,E,"Fecha: 6/21 4:00, Partido: Nagoya Grampus vs Shimizu S-Pulse"
2286-R,6/21/2025 20:00,Honduras,El Salvador,L,"Fecha: 6/21 20:00, Partido: Honduras vs El Salvador"
2286-R,6/22/2025 3:00,Yokohama FC,Sanfrecce Hiroshima,V,"Fecha: 6/22 3:00, Partido: Yokohama FC vs Sanfrecce Hiroshima"
2286-R,6/22/2025 13:00,Real Madrid,Pachuca,L,"Fecha: 6/22 13:00, Partido: Real Madrid vs Pachuca"
2286-R,6/22/2025 17:00,Arabia Saudita,Trinidad y Tobago,E,"Fecha: 6/22 17:00, Partido: Arabia Saudita vs Trinidad y Tobago"
2286-R,6/22/2025 20:00,República Dominicana,Surinam,E,"Fecha: 6/22 20:00, Partido: República Dominicana vs Surinam"
2286-R,6/23/2025 13:00,Seattle Sounders,PSG,V,"Fecha: 6/23 13:00, Partido: Seattle Sounders vs PSG"
2288-R,5/7/2025 18:30,AUSTIN,LOS ÁNGELES,E,"Fecha: 5/7 18:30, Partido: AUSTIN vs LOS ÁNGELES"
2288-R,7/7/2025 13:00,PORTUGAL F,ITALIA F,E,"Fecha: 7/7 13:00, Partido: PORTUGAL F vs ITALIA F"
2288-R,7/7/2025 11:00,NORRKOPING,BROMMAPOJ,V,"Fecha: 7/7 11:00, Partido: NORRKOPING vs BROMMAPOJ"
2288-R,5/7/2025 18:00,IND. VALLE,BARCELONA SC,E,"Fecha: 5/7 18:00, Partido: IND. VALLE vs BARCELONA SC"
2288-R,6/7/2025 13:00,ALWAYS READ,STRONGEST,L,"Fecha: 6/7 13:00, Partido: ALWAYS READ vs STRONGEST"
2288-R,5/7/2025 10:00,VALERENGA,FREDRIKSTAD,E,"Fecha: 5/7 10:00, Partido: VALERENGA vs FREDRIKSTAD"
2288-R,5/7/2025 4:00,KAWASAKI,KASHIMA,L,"Fecha: 5/7 4:00, Partido: KAWASAKI vs KASHIMA"
2289-R,7/11/2025 21:00,TIJUANA,QUERETARO,L,"Fecha: 7/11 21:00, Partido: TIJUANA vs QUERETARO"
2289-R,7/12/2025 13:00,POLONIA F,DINAMARCA F,L,"Fecha: 7/12 13:00, Partido: POLONIA F vs DINAMARCA F"
2289-R,7/12/2025 19:00,TOLUCA,NECAXA,L,"Fecha: 7/12 19:00, Partido: TOLUCA vs NECAXA"
2289-R,7/12/2025 21:00,C. AZUL,MAZATLAN,E,"Fecha: 7/12 21:00, Partido: C. AZUL vs MAZATLAN"
2289-R,7/13/2025 12:00,PUMAS F,MONTERREY F,L,"Fecha: 7/13 12:00, Partido: PUMAS F vs MONTERREY F"
2289-R,7/13/2025 16:00,CORINTHIANS,BRAGANTINO,V,"Fecha: 7/13 16:00, Partido: CORINTHIANS vs BRAGANTINO"
2289-R,7/13/2025 19:00,LEON,SAN LUIS,V,"Fecha: 7/13 19:00, Partido: LEON vs SAN LUIS"
2290-R,7/19/2025 15:45,PLATENSE,VELEZ,E,"Fecha: 7/19 15:45, Partido: PLATENSE vs VELEZ"
2290-R,7/19/2025 18:00,SAO PAULO,CORINTHIANS,L,"Fecha: 7/19 18:00, Partido: SAO PAULO vs CORINTHIANS"
2290-R,7/19/2025 18:30,KANSAS CITY,NY CITY,E,"Fecha: 7/19 18:30, Partido: KANSAS CITY vs NY CITY"
2290-R,7/19/2025 20:30,SAN DIEGO,VANCOUVER,E,"Fecha: 7/19 20:30, Partido: SAN DIEGO vs VANCOUVER"
2290-R,7/20/2025 10:30,AUDAX,U CATÓLICA,E,"Fecha: 7/20 10:30, Partido: AUDAX vs U CATÓLICA"
2290-R,7/20/2025 11:30,BARRACAS,RIVADAVIA,V,"Fecha: 7/20 11:30, Partido: BARRACAS vs RIVADAVIA"
2290-R,7/21/2025 3:00,FUKUOKA,KYOTO,E,"Fecha: 7/21 3:00, Partido: FUKUOKA vs KYOTO"
2291-R,7/26/2025 19:00,C. AZUL,LEON,L,"Fecha: 7/26 19:00, Partido: C. AZUL vs LEON"
2291-R,7/26/2025 17:00,PACHUCA,MAZATLAN,L,"Fecha: 7/26 17:00, Partido: PACHUCA vs MAZATLAN"
2291-R,7/26/2025 17:07,GUADALAJARA,SAN LUIS,L,"Fecha: 7/26 17:07, Partido: GUADALAJARA vs SAN LUIS"
2291-R,7/26/2025 21:05,NECAXA,AGUILAS,E,"Fecha: 7/26 21:05, Partido: NECAXA vs AGUILAS"
2291-R,7/26/2025 19:00,MONTERREY,ATLAS,L,"Fecha: 7/26 19:00, Partido: MONTERREY vs ATLAS"
2291-R,7/26/2025 16:00,PLATENSE,ARGS JRS,E,"Fecha: 7/26 16:00, Partido: PLATENSE vs ARGS JRS"
2291-R,7/27/2025 17:45,RIVER PLATE,SAN LORENZO,E,"Fecha: 7/27 17:45, Partido: RIVER PLATE vs SAN LORENZO"
